"date","time","from","sender name","sender lat","sender long","rx lat","rx long","rx elevation","rx snr","distance(m)","hop limit","payload"
"2026-06-03","19:15:27","1159022031","Collar","39.2953856","-76.6246912","39.27438","-76.61483","30","5.25","2485","3","<POSITION_APP>"
"2026-06-03","19:15:40","1159022031","Collar","","","39.27438","-76.61483","30","5.75","","","<RANGE_TEST_APP>"
"2026-06-03","19:15:42","1159022031","Collar","","","39.27438","-76.61483","30","6.25","","3","<TELEMETRY_APP>"
"2026-06-03","19:15:48","1159022031","Collar","39.2953856","-76.6246912","39.27438","-76.61483","30","6.25","2485","3","<POSITION_APP>"
"2026-06-03","19:15:51","1159022031","Collar","","","39.27438","-76.61483","30","6.25","","","<RANGE_TEST_APP>"
"2026-06-03","19:16:06","1159022031","Collar","","","39.27438","-76.61483","30","6.25","","","<RANGE_TEST_APP>"
"2026-06-03","19:16:21","1159022031","Collar","","","39.27438","-76.61483","30","6.5","","","<RANGE_TEST_APP>"
"2026-06-03","19:16:28","1159022031","Collar","39.2953856","-76.6246912","39.27438","-76.61483","30","6.0","2485","3","<POSITION_APP>"
"2026-06-03","19:16:36","1159022031","Collar","","","39.27438","-76.61483","30","5.75","","","<RANGE_TEST_APP>"
"2026-06-03","19:16:48","1159022031","Collar","39.2953856","-76.6246912","39.27438","-76.61483","30","5.25","2485","3","<POSITION_APP>"
"2026-06-03","19:16:51","1159022031","Collar","","","39.27438","-76.61483","30","6.5","","","<RANGE_TEST_APP>"
"2026-06-03","19:17:06","1159022031","Collar","","","39.27438","-76.61483","30","7.0","","","<RANGE_TEST_APP>"
"2026-06-03","19:17:08","1159022031","Collar","39.2953856","-76.6246912","39.27438","-76.61483","30","6.0","2485","3","<POSITION_APP>"
"2026-06-03","19:56:55","1159022031","Collar","","","39.27438","-76.61483","30","6.75","","","<RANGE_TEST_APP>"
"2026-06-03","19:57:09","1159022031","Collar","","","39.27438","-76.61483","30","6.75","","","<RANGE_TEST_APP>"
"2026-06-03","19:57:26","1159022031","Collar","","","39.27438","-76.61483","30","6.25","","","<RANGE_TEST_APP>"
"2026-06-03","19:57:27","1159022031","Collar","39.2710243","-76.6154225","39.27438","-76.61483","30","6.0","377","3","<POSITION_APP>"
"2026-06-03","19:57:39","1159022031","Collar","","","39.27438","-76.61483","30","6.0","","","<RANGE_TEST_APP>"
"2026-06-03","19:57:45","1159022031","Collar","39.2710981","-76.6152956","39.27438","-76.61483","30","5.5","367","3","<POSITION_APP>"
"2026-06-03","19:57:46","1159022031","Collar","","","39.27438","-76.61483","30","5.75","","3","<TELEMETRY_APP>"
"2026-06-03","19:57:58","1159022031","Collar","","","39.27438","-76.61483","30","6.75","","","<RANGE_TEST_APP>"
"2026-06-03","19:58:05","1159022031","Collar","39.2720693","-76.6139361","39.27438","-76.61483","30","6.25","268","3","<POSITION_APP>"
"2026-06-03","19:58:09","1159022031","Collar","","","39.27438","-76.61483","30","6.5","","","<RANGE_TEST_APP>"
"2026-06-03","19:58:24","1159022031","Collar","","","39.27438","-76.61483","30","5.75","","","<RANGE_TEST_APP>"
"2026-06-03","19:58:25","1159022031","Collar","39.271747","-76.613638","39.27438","-76.61483","30","6.0","310","3","<POSITION_APP>"
"2026-06-03","19:58:39","1159022031","Collar","","","39.27438","-76.61483","30","5.25","","","<RANGE_TEST_APP>"
"2026-06-03","19:58:45","1159022031","Collar","39.2721093","-76.6128921","39.27438","-76.61483","30","3.5","303","3","<POSITION_APP>"
"2026-06-03","19:58:54","1159022031","Collar","","","39.27438","-76.61483","30","6.25","","","<RANGE_TEST_APP>"
"2026-06-03","19:59:05","1159022031","Collar","39.2721093","-76.6128921","39.27438","-76.61483","30","5.5","303","3","<POSITION_APP>"
"2026-06-03","19:59:09","1159022031","Collar","","","39.27438","-76.61483","30","4.75","","","<RANGE_TEST_APP>"
"2026-06-03","19:59:24","1159022031","Collar","","","39.27438","-76.61483","30","5.75","","","<RANGE_TEST_APP>"
"2026-06-03","19:59:39","1159022031","Collar","","","39.27438","-76.61483","30","6.25","","","<RANGE_TEST_APP>"
"2026-06-03","19:59:54","1159022031","Collar","","","39.27438","-76.61483","30","5.75","","","<RANGE_TEST_APP>"
"2026-06-03","20:00:05","1159022031","Collar","39.2717726","-76.6122851","39.27438","-76.61483","30","4.5","363","3","<POSITION_APP>"
"2026-06-03","20:00:09","1159022031","Collar","","","39.27438","-76.61483","30","3.25","","","<RANGE_TEST_APP>"
"2026-06-03","20:00:24","1159022031","Collar","","","39.27438","-76.61483","30","5.0","","","<RANGE_TEST_APP>"
"2026-06-03","20:00:25","1159022031","Collar","39.2722431","-76.6113981","39.27438","-76.61483","30","5.75","379","3","<POSITION_APP>"
"2026-06-03","20:00:39","1159022031","Collar","","","39.27438","-76.61483","30","2.75","","","<RANGE_TEST_APP>"
"2026-06-03","20:00:54","1159022031","Collar","","","39.27438","-76.61483","30","4.25","","","<RANGE_TEST_APP>"
"2026-06-03","20:01:05","1159022031","Collar","39.2722431","-76.6113981","39.27438","-76.61483","30","2.75","379","3","<POSITION_APP>"
"2026-06-03","20:01:09","1159022031","Collar","","","39.27438","-76.61483","30","-4.0","","","<RANGE_TEST_APP>"
"2026-06-03","20:01:24","1159022031","Collar","","","39.27438","-76.61483","30","1.75","","","<RANGE_TEST_APP>"
"2026-06-03","20:01:25","1159022031","Collar","39.2717048","-76.6107071","39.27438","-76.61483","30","3.75","463","3","<POSITION_APP>"
"2026-06-03","20:01:39","1159022031","Collar","","","39.27438","-76.61483","30","-3.75","","","<RANGE_TEST_APP>"
"2026-06-03","20:01:46","1159022031","Collar","39.2716888","-76.6103876","39.27438","-76.61483","30","-4.0","486","3","<POSITION_APP>"
"2026-06-03","20:01:54","1159022031","Collar","","","39.27438","-76.61483","30","-3.75","","","<RANGE_TEST_APP>"
"2026-06-03","20:02:10","1159022031","Collar","","","39.27438","-76.61483","30","-6.75","","","<RANGE_TEST_APP>"
"2026-06-03","20:02:24","1159022031","Collar","","","39.27438","-76.61483","30","-9.5","","","<RANGE_TEST_APP>"
